text,keywords_formal.0.keywords,keywords_formal.0.is_formal,keywords_formal.0.annotator
ایران دربین پردرآمدترین کشورها ازصنعت بازی رایانه ای http://it-news.ir/%d8%a7%db%8c%d8%b1%d8%a7%d9%86-%d8%af%d8%b1%d8%a8%db%8c%d9%86-%d9%be%d8%b1%d8%af%d8%b1%d8%a2%d9%85%d8%af%d8%aa%d8%b1%db%8c%d9%86-%da%a9%d8%b4%d9%88%d8%b1%d9%87%d8%a7-%d8%a7%d8%b2%d8%b5%d9%86-1292/ …,"[""پردرآمدترین کشورها"",""صنعت بازی رایانه ای""]",true,annotator1
تو لیگ 1 ایران داور بازی بادران رو دادن به داداش صاحب باشگاه :)))) باز بگید این نتورک الکیه و به جایی نمیشه رسید باهاشون,"[""لیگ 1 ایران"",""داور بازی""]",false,annotator1
این یه بازی جدیده دقت کنید اسیر این حرفا نشید هدف پایان روحانی باشد ،بهتر است تا رسیدن به جهانگیری,"[""پایان روحانی"",""رسیدن به جهانگیری"",""بازی جدیده""]",false,annotator1
:( بازی رئالو ضبط کردم که شب برگشتم خونه نگاه کنم! اما نوید نتیجه رو میدونست،ندا هم زنگ زد گفت رئال برده که!,"[""بازی رئال ""]",false,annotator2
تو فکر میکنی آمریکا نگران منو تو هست؟ این بازی هارو در میارن تا هم به عربها اسلحه بفروشن هم کسری بودجشونو جبران کنن. در اشتباهی,"[""آمریکا"",""عربها"",""اسلحه""]",false,annotator2
هر روز بیست تا استوری از انتر بازی حیوون خونگیتون میذارین ها ما خیلی دوس داریم:|,"[""استوری"",""انتر بازی حیوون""]",false,annotator1
دمش گرم سوارز بعد چند بازی گل نزدن، اینجا دبل کرد.,"[""سوارز"",""دبل""]",false,annotator1
https://telegram.me/harfbemanbot?start=NjU3NzE0MDA … ناشناس بازی اخر شب,[],true,annotator1
اینکه چیزی نیست همین فرمون بریم مثل داعشی ها با کله مردم گل کوچیک بازی میکنیم,"[""داعشی ها""]",false,annotator2
نه ولی این فضایی که شما الان درست کردی در آستانه بازی با الوحده کمتر از اعتصاب بازیکنای پرسپولیس نیست,"[""پرسپولیس"",""الوحده""]",true,annotator1
خنجر بازی در کار نیست داداچ یه نگا به توییتای خودتو بیوی من بنداز دستت میاد,"[""توییتای"",""خنجر بازی""]",false,annotator1
این بازی بارسلونا یک گل دیگه هم داره، شرط ببندید :دی,"[""بارسلونا""]",false,annotator1
بعضی از بازیگرای پورن طبیعی تر از بازیگرای ایرانی بازی میکنن.,"[""بازیگرا"",""بازیگرای ایرانی""]",false,annotator3
بزنین # شبکه_ورزش وسط بازی # بارسا زیر صدای گزارش # علیفر داره آهنگ # شادمهر پخش میشه .,"[""شبکه_ورزش"",""علیفر"",""شادمهر""]",false,annotator3
بازي ٣-١ رو ٤-٣ عقب افتاديم :(,"[""بازي""]",false,annotator3
ايتاليا گل چهارم رو به ايران زد.٤-٣ بازي زيباييه نفهميدم آخرش چرا كلمه راحت تيرك رو به ددديرك بدل كرديم # iranvsitaly # BeachSoccerWorldCup,"[""بازي"",""ايتاليا"",""ايران""]",false,annotator3
سرهنگ كه يه بازي رو گزارش ميكنه آدم همش بايد كنترل دستش باشه صدارو كم و زياد كنه معنيِ واقعيِ آدم موجي اين سرهنگِ,"["" بازي"","" گزارش"","" سرهنگ"",""آدم موجي""]",false,annotator3
من همونم که سوالای امتحان لو رفت نیم ساعت بعد جوابا لو رفت بازم گشاد بازی درآوردم درس نخوندم.,"[""امتحان"",""درس""]",false,annotator3
بازیکنی که قبل بازی حساس با الوحده اعتصاب میکنه درحالیکه هفتاددرصدقراردادش روگرفته حق زدن این حرفارو نداره،بازیکن حق زیرسوال بردن تیمو نداره,"[""بازی حساس"",""هفتاددرصدقرارداد""]",false,annotator1
خارج از جناح بازی کسی باید به فکر مردم باشد!!! # مردمhttps://twitter.com/asoupar/status/858234585381036032 …,"[""جناح بازی"",""به فکر مردم""]",true,annotator1
# تحريم_انتخابات سر تا پاي رژيم ولايت فقيه فاسد است همه سر و ته يك كرباسند انتخابات نمايشي آخوندها سياه بازي است نه بزرگ به انتخابات قلابي https://twitter.com/SaeidShahabi90/status/857519040821997569 …,"[""انتخابات نمايشي آخوندها"",""رژيم ولايت فقيه"",""انتخابات قلابي""]",false,annotator1
حس میکنم وقتی مناظره میکنن یه عده تواتاف فکرنشستن میگن ایولا داره خوب بازی میکنه,"[""مناظره"",""اتاف فکر""]",false,annotator1
واقعا متاسفم پرسپولیسی شدم و یکی مث بیرانوند واسم ناز میکنه که بازی بعدیم آخرین بازیم با لباس پرسپولیسه. حیف گوسفندی که تو چوپونش بودی.,"[""پرسپولیسی"",""بیرانوند""]",false,annotator1
شلوغي يه بازي واليبال را كه نميشه با شلوغي يه مسابقه فوتبال مقايسه كرد كه,"[""بازي واليبال"",""مسابقه فوتبال""]",false,annotator1
تا اینجا # میرسلیم، # رييسي، # هاشمی طبا و # روحانی کاندیداهای نرمالی بودن،اگر مناظرات به همین منوال جلو بره روحانی رقیبی نداره،مگر بازی عوض بشه.,"[""مناظرات"",""روحانی"",""رقیب"",""میرسلیم"",""رييسي"",""هاشمی طبا"",""کاندیداهای نرمال""]",false,annotator3
تو فیلم دارودسته نیویورکی خیلی خوفناک بازی کرد,"[""فیلم دارودسته نیویورکی""]",false,annotator3
